report_pid,title,report_start_time,report_end_time,open_file_date,type,report_owner,commodity
cr063425,"EPM 8609, 11675, 12059, 13091, 13137, 14201, 14276, 14295, 14429, 15923, CLONCURRY, COMBINED ANNUAL REPORT FOR PERIOD ENDING 31/3/2010",31/03/2009,30/03/2010,1/05/2015,permit-report-annual,EXCO RESOURCES LTD,copper
cr063427,"EPM 14363, BANNOCKBURN, ANNUAL REPORT FOR PERIOD 20/4/2008 TO 19/4/2009",19/04/2008,18/04/2009,19/05/2014,permit-report-annual,UNIVERSAL RESOURCES LTD,"gold,copper,uranium"
cr063432,"EPM 14362, MALBON VALE TENEMENT, ANNUAL REPORT FOR PERIOD 5/7/2008 TO 4/7/2009",4/07/2008,3/07/2009,4/08/2014,permit-report-annual,UNIVERSAL RESOURCES LTD,"gold,copper"
cr063436,"EPC 954, MOUNT GOTTHARDT SOUTH, ANNUAL REPORT FOR PERIOD ENDING 30/5/2010",30/05/2009,29/05/2010,30/06/2015,permit-report-annual,RAY SLATER AND ASSOCIATES PTY LTD,coal
cr063437,"EPM 14366, BUSHY PARK, ANNUAL REPORT FOR PERIOD ENDING 20/7/2009",20/07/2008,19/07/2009,20/08/2014,permit-report-annual,UNIVERSAL RESOURCES LTD,"gold,copper"
cr063442,"EPC 1192, CORNWALL, ANNUAL REPORT FOR PERIOD ENDING 30/1/2010",30/01/2009,29/01/2010,2/03/2015,permit-report-annual,HETHERINGTON EXPLORATION & MINING TITLE SERVICES,coal
cr063443,"EPM 10906, 13251, 13353, 13416, 14583, HAZEL CREEK PROJECT, COMBINED ANNUAL REPORT FOR PERIOD ENDING 31/3/2010",31/03/2009,30/03/2010,1/05/2015,permit-report-annual,EXCO RESOURCES LTD,copper
cr063444,"EPM 14371, MOUNT ANGELAY TENEMENT, ANNUAL REPORT FOR PERIOD 27/6/2008 TO 26/6/2009",26/06/2008,25/06/2009,26/07/2014,permit-report-annual,UNIVERSAL RESOURCES LTD,"gold,copper"
cr063448,"EPM 14370, MALAKOFF TENEMENT, ANNUAL REPORT FOR PERIOD 21/7/2008 TO 20/7/2009",20/07/2008,19/07/2009,20/08/2014,permit-report-annual,UNIVERSAL RESOURCES LTD,"gold,copper,uranium"
cr063449,"EPM 16174, CANTEEN SOUTH, CLONCURRY PROJECT, ANNUAL REPORT FOR PERIOD ENDING 20/2/2010",20/02/2009,19/02/2010,20/03/2015,permit-report-annual,EXCO RESOURCES LTD,copper
cr063452,"EPM 15740, KURIDALA, CLONCURRY PROJECT, ANNUAL REPORT FOR PERIOD ENDING 14/2/2010",14/02/2009,13/02/2010,14/03/2015,permit-report-annual,EXCO RESOURCES LTD,copper
cr063458,"EPM 14365, CORELLA TENEMENT, ANNUAL REPORT FOR PERIOD 21/7/2008 TO 20/7/2009",20/07/2008,19/07/2009,20/08/2014,permit-report-annual,UNIVERSAL RESOURCES LTD,"gold,copper,uranium"
cr063460,"EPC 966, MOUNT CROCKER PROJECT, ANNUAL REPORT FOR PERIOD ENDING 2/4/2010",2/04/2009,1/04/2010,2/05/2015,permit-report-annual,HETHERINGTON TITLE SERVICES,coal
cr063465,"EPC 1181, TABINGA NORTH, ANNUAL REPORT FOR PERIOD ENDING 22/5/2010",22/05/2009,21/05/2010,22/06/2015,permit-report-annual,TENEMENT ADMINISTRATION SERVICES,coal
cr063475,"EPM 14545, MURRUMBA TENEMENT, ANNUAL REPORT FOR PERIOD ENDING 20/7/2009",20/07/2008,19/07/2009,20/08/2014,permit-report-annual,UNIVERSAL RESOURCES LTD,"gold,copper,uranium"
cr063477,"MDL 174, ANNUAL REPORT FOR PERIOD ENDING 31/5/2010",31/05/2009,30/05/2010,1/07/2015,permit-report-annual,HETHERINGTON EXPLORATION & MINING TITLE SERVICES,coal
cr063478,"EPC 1149, BLACKALL, ANNUAL REPORT FOR PERIOD ENDING 21/4/2010",21/04/2009,20/04/2010,21/05/2015,permit-report-annual,EAST ENERGY RESOURCES LTD,coal
cr063483,"EPC 728, MILLENNIUM, ANNUAL REPORT FOR PERIOD ENDING 16/4/2010",16/04/2009,15/04/2010,16/05/2015,permit-report-annual,HETHERINGTON TITLE SERVICES,"coal,sandstone"
cr063487,"MDL 282, MIDDLEMOUNT, ANNUAL REPORT FOR PERIOD ENDING 30/4/2010",30/04/2009,29/04/2010,30/05/2015,permit-report-annual,GIS GEOLOGY SERVICES,coal
cr063505,"EPM 14556, COOLULLAH TENEMENT, ANNUAL REPORT FOR PERIOD ENDING 21/9/2009",21/09/2008,20/09/2009,21/10/2014,permit-report-annual,UNIVERSAL RESOURCES LTD,"gold,copper"
cr063512,"EPM 7259, CONWAY, ANNUAL REPORT FOR PERIOD ENDING 17/5/2010",17/05/2009,16/05/2010,17/06/2015,permit-report-annual,HETHERINGTON EXPLORATION & MINING TITLE SERVICES,"silver,gold,copper"
cr063514,"EPM 9611, HAPPY VALLEY, ANNUAL REPORT FOR PERIOD 26/8/2008 TO 25/8/2009",25/08/2008,24/08/2009,25/09/2014,permit-report-annual,UNIVERSAL RESOURCES LTD,"gold,copper"
cr063515,"EPM 14388, ANNUAL REPORT FOR PERIOD ENDING 23/2/2010",23/02/2009,22/02/2010,23/03/2015,permit-report-annual,MANTLE MINING CORPORATION LTD,gold
cr063517,"EPC 1251, WANDOAN WEST 2, ANNUAL REPORT FOR PERIOD ENDING 16/9/2009",16/09/2008,15/09/2009,16/10/2014,permit-report-annual,METROCOAL LTD,coal
cr063520,"EPM 8059, CAMERON RIVER PROJECT, ANNUAL REPORT FOR PERIOD 14/10/2008 TO 13/10/2009",13/10/2008,12/10/2009,13/11/2014,permit-report-annual,UNIVERSAL RESOURCES LTD,"gold,copper"
cr063521,"EPM 15099, RAVENSWOOD, ANNUAL REPORT FOR PERIOD ENDING 14/5/2010",14/05/2009,13/05/2010,14/06/2015,permit-report-annual,RESOLUTE MINING LIMITED,gold
cr063523,"EPM 16328, MOUNT MERLIN, ANNUAL REPORT FOR PERIOD 9/4/2009 TO 8/4/2010",8/04/2009,7/04/2010,8/05/2015,permit-report-annual,TENEMENT ADMINISTRATION SERVICES,"silver,copper,lead,zinc"
cr063524,"EPC 1045, SHOTOVER, ANNUAL REPORT FOR PERIOD ENDING 22/6/2010",22/06/2009,21/06/2010,22/07/2015,permit-report-annual,HETHERINGTON EXPLORATION & MINING TITLE SERVICES,"coking-coal,coal,sandstone"
cr063526,"EPM 14369, DRONFIELD TENEMENT, ANNUAL REPORT FOR PERIOD 22/9/2008 TO 21/9/2009",21/09/2008,20/09/2009,21/10/2014,permit-report-annual,UNIVERSAL RESOURCES LTD,"gold,copper,molybdenum,rhenium"
cr063527,"EPM 13069, REEDY WEST, PARTIAL RELINQUISHMENT/FINAL REPORT FOR PERIOD ENDING 25/6/2010",24/06/2010,24/06/2010,25/06/2010,permit-report-final,REPUBLIC GOLD LTD,gold
cr063532,"EPM 13848, NORTHCOTE EXTENDED, ANNUAL REPORT FOR PERIOD ENDING 23/6/2010",23/06/2009,22/06/2010,23/07/2015,permit-report-annual,REPUBLIC GOLD LTD,"gold,antimony"
cr063534,"EPC 1223, THERESA CREEK, ANNUAL REPORT FOR PERIOD ENDING 13/5/2010",13/05/2009,12/05/2010,13/06/2015,permit-report-annual,KORE CONSULTING,coal
cr063536,"EPM 15389, KAMARAN DOWNS, ANNUAL REPORT FOR PERIOD ENDING 12/3/2010",12/03/2009,11/03/2010,12/04/2015,permit-report-annual,KRUCIBLE METALS LTD,"gold,copper,lead,uranium,zinc"
cr063537,"MDL 368, GATTONVALE, ANNUAL REPORT FOR PERIOD ENDING 30/5/2010",30/05/2009,29/05/2010,30/06/2015,permit-report-annual,XSTRATA COAL QUEENSLAND PTY LTD,coal
cr063540,"EPM 15066, ANNUAL REPORT FOR PERIOD ENDING 4/7/2010",4/07/2009,3/07/2010,4/08/2015,permit-report-annual,INTERMIN RESOURCES LTD,molybdenite
cr063541,"EPC 1553, ANNUAL REPORT FOR PERIOD ENDING 14/5/2010",14/05/2009,13/05/2010,14/06/2015,permit-report-annual,GEODISCOVERY GROUP PTY LTD,coal
cr063542,"EPC 967 (WOLVI), 972 (TIARO EXTENDED), COMBINED ANNUAL REPORT FOR PERIOD ENDING 16/5/2010",16/05/2009,15/05/2010,16/06/2015,permit-report-annual,GEODISCOVERY GROUP PTY LTD,coal
cr063561,"MDL 133, LISKEARD, ANNUAL REPORT FOR PERIOD ENDING 31/3/2010",31/03/2009,30/03/2010,1/05/2015,permit-report-annual,BHP BILLITON MITSUBISHI ALLIANCE,coal
cr063572,"EPC 1067, WEST COAL, ANNUAL REPORT FOR PERIOD ENDING 25/2/2009",25/02/2008,24/02/2009,25/03/2014,permit-report-annual,HETHERINGTON TITLE SERVICES,coal
cr063576,"EPM 14861, BRONZEWING, ANNUAL REPORT FOR PERIOD ENDING 12/6/2010",12/06/2009,11/06/2010,12/07/2015,permit-report-annual,COMPUTER AIDED GEOSCIENCE PTY LTD,copper
cr063577,"EPM 13870, EL AGUILA SOUTH, ANNUAL REPORT FOR PERIOD 1/4/2009 TO 31/3/2010",31/03/2009,30/03/2010,1/05/2015,permit-report-annual,COMPUTER AIDED GEOSCIENCE PTY LTD,"copper,molybdenum"
cr063580,"EPC 867, ANNUAL REPORT FOR PERIOD ENDING 17/2/2009",17/02/2008,16/02/2009,17/03/2014,permit-report-annual,CARBON ENERGY PTY LTD,coal
cr063582,"EPC 1067, WEST COAL, ANNUAL REPORT FOR PERIOD ENDING 25/2/2010",25/02/2009,24/02/2010,25/03/2015,permit-report-annual,HETHERINGTON TITLE SERVICES,coal
cr063596,"EPC 531, COPPABELLA, ANNUAL REPORT FOR PERIOD ENDING 10/6/2010",10/06/2009,9/06/2010,10/07/2015,permit-report-annual,GIS GEOLOGY SERVICES,coal
cr063599,"EPM 15619, PIONEER GOLD PROJECT, ANNUAL REPORT FOR PERIOD ENDING 1/8/2009",1/08/2008,31/07/2009,1/09/2014,permit-report-annual,ELEMENT RESOURCES,gold
cr063602,"EPM 13600, MOUNT EARL, ANNUAL REPORT FOR PERIOD ENDING 26/6/2007",26/06/2006,25/06/2007,26/07/2012,permit-report-annual,MINING TENEMENT SERVICES,copper
cr063603,"EPM 13600, MOUNT EARL, ANNUAL REPORT FOR PERIOD ENDING 26/6/2010",26/06/2009,25/06/2010,26/07/2015,permit-report-annual,MINING TENEMENT SERVICES,copper
cr063605,"EPM 13577, MOUNT WATSON 2, ANNUAL REPORT FOR PERIOD ENDING 26/6/2010",26/06/2009,25/06/2010,26/07/2015,permit-report-annual,MINING TENEMENT SERVICES,copper
cr063607,"EPM 14475, WHITE RANGE 4, ANNUAL REPORT FOR PERIOD ENDING 26/6/2010",26/06/2009,25/06/2010,26/07/2015,permit-report-annual,MINING TENEMENT SERVICES,copper
cr063609,"EPM 15520, TOP BORE, ANNUAL REPORT FOR PERIOD ENDING 1/5/2010",1/05/2009,30/04/2010,1/06/2015,permit-report-annual,MINING TENEMENT SERVICES,copper
cr063619,"EPM 16119, GREGORY CENTRAL, ANNUAL REPORT FOR PERIOD ENDING 4/6/2010",4/06/2009,3/06/2010,4/07/2015,permit-report-annual,MINING TENEMENT SERVICES,"gold,copper"
cr063621,"EPM 15995, TABLETOP CREEK, GEORGETOWN PROJECT, ANNUAL REPORT FOR PERIOD 21/2/2009 TO 20/2/2010",20/02/2009,19/02/2010,20/03/2015,permit-report-annual,FME EXPLORATION SERVIES PTY LTD,gold
cr063624,"EPM 15128, NEW MOON, ANNUAL REPORT FOR PERIOD ENDING 14/5/2010",14/05/2009,13/05/2010,14/06/2015,permit-report-annual,RMA ENERGY LIMITED,gold
cr063628,"EPC 1000, EMERALD, ANNUAL REPORT FOR PERIOD ENDING 29/5/2010",29/05/2009,28/05/2010,29/06/2015,permit-report-annual,RMA ENERGY LIMITED,coal
cr063629,"EPC 1164, WANDOAN WEST, ANNUAL REPORT FOR PERIOD ENDING 11/12/2009",11/12/2008,10/12/2009,11/01/2015,permit-report-annual,METROCOAL LTD,coal
cr063632,"EPC 958, WASHPOOL, ANNUAL REPORT FOR PERIOD ENDING 2/6/2010",2/06/2009,1/06/2010,2/07/2015,permit-report-annual,HETHERINGTON TITLE SERVICES,coal
cr063661,"EPC 1014, COCKATOO, ANNUAL REPORT FOR PERIOD ENDING 19/3/2010",19/03/2009,18/03/2010,19/04/2015,permit-report-annual,HETHERINGTON TITLE SERVICES,coal
cr063662,"EPC 1084, SPRINGSURE SOUTH, ANNUAL REPORT FOR PERIOD ENDING 22/2/2010",22/02/2009,21/02/2010,22/03/2015,permit-report-annual,HETHERINGTON TITLE SERVICES,coal
cr063663,"EPC 1524, RATHDOWNEY PROJECT, ANNUAL REPORT FOR PERIOD ENDING 29/6/2010",29/06/2009,28/06/2010,29/07/2015,permit-report-annual,JORGENSEN GEOLOGICAL SERVICES PTY LTD,coal
cr063667,"EPM 9100, ANNUAL REPORT FOR PERIOD ENDING 11/11/2008",11/11/2007,10/11/2008,11/12/2013,permit-report-annual,ELEMENT RESOURCES,ilmenite
cr063668,"EPC 667, BROADLEA CENTRAL, ANNUAL REPORT FOR PERIOD ENDING 30/5/2010",30/05/2009,29/05/2010,30/06/2015,permit-report-annual,VALE EXPLORATION PTY LTD,coal
cr063678,"EPM 11777, JOHNSON CREEK, FINAL REPORT FOR PERIOD ENDING 7/4/2010",6/04/2010,6/04/2010,7/04/2010,permit-report-final,HETHERINGTON EXPLORATION & MINING TITLE SERVICES,"copper,lead,zinc"
cr063683,"EPM 13739, BUCKLEY RIVER, FINAL REPORT FOR PERIOD 23/9/2002 TO 7/4/2010",22/09/2002,6/04/2010,7/04/2010,permit-report-final,HETHERINGTON EXPLORATION & MINING TITLE SERVICES,"copper,lead,zinc"
cr063684,"EPM 12589, KENNEDY GAP, FINAL REPORT FOR PERIOD ENDING 24/8/2004 TO 7/4/2010",23/08/2004,6/04/2010,7/04/2010,permit-report-final,HETHERINGTON EXPLORATION & MINING TITLE SERVICES,"silver,copper,lead,zinc"
cr063685,"MDL 185, ANNUAL REPORT FOR PERIOD ENDING 31/7/2010",31/07/2009,30/07/2010,31/08/2015,permit-report-annual,MAPEX QUEENSLAND PTY LTD,coal
cr063686,"EPM 9916, ANTHIIL-PYTHON, FINAL REPORT FOR PERIOD ENDING 7/4/2010",6/04/2010,6/04/2010,7/04/2010,permit-report-final,HETHERINGTON EXPLORATION & MINING TITLE SERVICES,"silver,copper,lead,zinc"
cr063692,"EPM 3520, MCFARLANE, ANNUAL REPORT FOR PERIOD 17/6/2009 TO 16/6/2010",16/06/2009,15/06/2010,16/07/2015,permit-report-annual,QUEENSLAND ENERGY RESOURCES LTD,oil-shale
cr063695,"EPM 12229, BIG WATSON, ANNUAL REPORT FOR PERIOD ENDING 22/6/2010",22/06/2009,21/06/2010,22/07/2015,permit-report-annual,REPUBLIC GOLD LTD,"gold,antimony"
cr063696,"EPM 15902, MOUNT COOLON, ANNUAL REPORT FOR PERIOD ENDING 12/6/2010",12/06/2009,11/06/2010,12/07/2015,permit-report-annual,HETHERINGTON TITLE SERVICES,gold
cr063699,"EPM 9100, ANNUAL REPORT FOR PERIOD ENDING 11/11/2009",11/11/2008,10/11/2009,11/12/2014,permit-report-annual,ELEMENT RESOURCES,ilmenite
cr063700,"EPM 14112, CATTLE CREEK, FINAL REPORT FOR PERIOD ENDING 7/4/2010",6/04/2010,6/04/2010,7/04/2010,permit-report-final,HETHERINGTON EXPLORATION & MINING TITLE SERVICES,"copper,lead,zinc"
cr063702,"EPM 13331, WILFRED CREEK, FINAL REPORT FOR PERIOD 1/5/2001 TO 7/4/2010",30/04/2001,6/04/2010,7/04/2010,permit-report-final,HETHERINGTON EXPLORATION & MINING TITLE SERVICES,"copper,lead,zinc"
cr063746,"EPM 14171, COLLINSVILLE, ANNUAL REPORT FOR PERIOD ENDING 30/1/2010",30/01/2009,29/01/2010,2/03/2015,permit-report-annual,BASIN GOLD PTY LTD,"silver,gold,copper"
cr063750,"EPM 13368, MARONAN, ANNUAL REPORT FOR PERIOD ENDING 25/6/2010",25/06/2009,24/06/2010,25/07/2015,permit-report-annual,RED METAL LTD,"gold,copper"
cr063762,"EPC 862, DINGO SOUTH, ANNUAL REPORT FOR PERIOD ENDING 3/5/2010",3/05/2009,2/05/2010,3/06/2015,permit-report-annual,COCKATOO COAL LTD,coal
cr063763,"EPM 13643, SANDY CREEK, ANNUAL REPORT FOR PERIOD ENDING 19/6/2010",19/06/2009,18/06/2010,19/07/2015,permit-report-annual,REPUBLIC GOLD LTD,gold
cr063764,"EPC 1116, SUMMER HILL, ANNUAL REPORT FOR PERIOD ENDING 22/3/2010",22/03/2009,21/03/2010,22/04/2015,permit-report-annual,MINING TENEMENT SERVICES,coal
cr063766,"EPM 13380, CORKWOOD, ANNUAL REPORT FOR PERIOD ENDING 27/6/2010",27/06/2009,26/06/2010,27/07/2015,permit-report-annual,RED METAL LTD,"gold,copper"
cr063767,"EPM 16519, MOUNT MARGARET, ANNUAL REPORT FOR PERIOD ENDING 24/6/2010",24/06/2009,23/06/2010,24/07/2015,permit-report-annual,RED METAL LTD,"gold,copper"
cr063771,"EPM 12227, ANNUAL REPORT FOR PERIOD ENDING 22/6/2010",22/06/2009,21/06/2010,22/07/2015,permit-report-annual,REPUBLIC GOLD LTD,"gold,antimony"
cr063772,"EPM 15277, PISOLITE HILLS SOUTH, ANNUAL REPORT FOR PERIOD 23/12/2008 TO 22/12/2009",22/12/2008,21/12/2009,22/01/2015,permit-report-annual,MICHELLE KENNEDY,bauxite
cr063773,"EPC 1229, ANNUAL REPORT FOR PERIOD ENDING 23/7/2010",23/07/2009,22/07/2010,23/08/2015,permit-report-annual,ANGLO AMERICAN METALLURGICAL COAL PTY LTD,NA
cr063774,"EPC 1042, ANNUAL REPORT FOR PERIOD ENDING 22/6/2010",22/06/2009,21/06/2010,22/07/2015,permit-report-annual,TRI-STAR PETROLEUM COMPANY,coal
cr063777,"EPC 870, BOWENVILLE, ANNUAL REPORT FOR PERIOD ENDING 18/10/2009",18/10/2008,17/10/2009,18/11/2014,permit-report-annual,BASIN GOLD PTY LTD,coal
cr063778,"EPM 10864, 11811, 12699, 13807, 14054, 14759, 14760, 14761, 14959, COMBINED ANNUAL REPORT FOR PERIOD ENDING 28/11/2009",28/11/2008,27/11/2009,28/12/2014,permit-report-annual,MOGGIE MINING PTY LTD,gold
cr063780,"EPC 796, HORSE CREEK, ANNUAL REPORT FOR PERIOD ENDING 3/6/2010",3/06/2009,2/06/2010,3/07/2015,permit-report-annual,COCKATOO COAL LTD,coal
cr063782,"EPC 1132, ANNUAL REPORT FOR PERIOD ENDING 21/6/2010",21/06/2009,20/06/2010,21/07/2015,permit-report-annual,CARBON ENERGY PTY LTD,coal
cr063811,"EPM 14919, ANNUAL REPORT FOR PERIOD ENDING 9/5/2008",9/05/2007,8/05/2008,9/06/2013,permit-report-annual,DC EXPLORATION AND MINING SERVICES,oil-shale
cr063812,"EPC 927, YAMALA, ANNUAL REPORT FOR PERIOD ENDING 27/4/2010",27/04/2009,26/04/2010,27/05/2015,permit-report-annual,NORTHERN ENERGY CORPORATION LTD,NA
cr063814,"EPC 1229, ANNUAL REPORT FOR PERIOD ENDING 23/7/2009",23/07/2008,22/07/2009,23/08/2014,permit-report-annual,ANGLO AMERICAN METALLURGICAL COAL PTY LTD,NA
cr063822,"EPC 1041, MILES, ANNUAL REPORT FOR PERIOD ENDING 12/6/2010",12/06/2009,11/06/2010,12/07/2015,permit-report-annual,COCKATOO COAL LTD,coal
cr063823,"EPC 719, BROADMEADOW, ANNUAL REPORT FOR PERIOD ENDING 27/6/2010",27/06/2009,26/06/2010,27/07/2015,permit-report-annual,VALE EXPLORATION PTY LTD,coal
cr063832,"EPM 15763, ANNUAL REPORT FOR PERIOD 26/6/2009 TO 25/6/2010",25/06/2009,24/06/2010,25/07/2015,permit-report-annual,ENVIRONMENTAL LICENSING PROFESSIONALS PTY LTD,NA
cr063836,"EPM 17418, CLONCURRY EAST 2, ANNUAL REPORT FOR PERIOD ENDING 25/6/2010",25/06/2009,24/06/2010,25/07/2015,permit-report-annual,HETHERINGTON EXPLORATION & MINING TITLE SERVICES,"gold,copper,iron"
cr063838,"EPC 1621, TAMBO SOUTH EAST GAP, ANNUAL REPORT FOR PERIOD ENDING 6/7/2010",6/07/2009,5/07/2010,6/08/2015,permit-report-annual,JORGENSEN GEOLOGICAL SERVICES PTY LTD,coal
cr063856,"EPM 14919, ANNUAL REPORT FOR PERIOD ENDING 9/5/2009",9/05/2008,8/05/2009,9/06/2014,permit-report-annual,DC EXPLORATION AND MINING SERVICES,oil-shale
cr063870,"EPM 15560, INKERMAN, ANNUAL REPORT FOR PERIOD 13/6/2009 TO 12/6/2010",12/06/2009,11/06/2010,12/07/2015,permit-report-annual,TENEMENT ADMINISTRATION SERVICES,"mineral-sand,ilmenite,leucoxene,rutile,zircon"
cr063875,"EPM 13625 (TOP CAMP), 13922 (IRON RIDGE), COMBINED ANNUAL REPORT FOR PERIOD ENDING 23/6/2010",23/06/2009,22/06/2010,23/07/2015,permit-report-annual,TENEMENT ADMINISTRATION SERVICES,"gold,bismuth,copper,molybdenum,lead,zinc"
cr063895,"MDL 187, ANNUAL REPORT FOR PERIOD ENDING 30/9/2008",30/09/2007,29/09/2008,30/10/2013,permit-report-annual,COCKATOO COAL LTD,coal
cr063899,"MDL 296, DUARINGA OIL SHALE DEPOSIT, ANNUAL REPORT FOR PERIOD 1/7/2009 TO 30/6/2010",30/06/2009,29/06/2010,30/07/2015,permit-report-annual,QUEENSLAND ENERGY RESOURCES LTD,oil-shale
cr063903,"EPM 14293, OONOOMURRA, ANNUAL REPORT FOR PERIOD ENDING 12/7/2010",12/07/2009,11/07/2010,12/08/2015,permit-report-annual,RED METAL LTD,"gold,copper"
cr063914,"EPC 188, ANNUAL REPORT FOR PERIOD ENDING 31/7/2010",31/07/2009,30/07/2010,31/08/2015,permit-report-annual,ANGLO AMERICAN METALLURGICAL COAL PTY LTD,NA
cr063921,"EPC 1484, AUGATHELLA NORTH EAST, ANNUAL REPORT FOR PERIOD ENDING 5/7/2010",5/07/2009,4/07/2010,5/08/2015,permit-report-annual,JORGENSEN GEOLOGICAL SERVICES PTY LTD,coal
cr063925,"EPM 14586, ANNUAL REPORT FOR PERIOD ENDING 2/8/2009",2/08/2008,1/08/2009,2/09/2014,permit-report-annual,MOGGIE MINING PTY LTD,gold
cr063927,"EPC 963, KILLARNEY, ANNUAL REPORT FOR PERIOD ENDING 21/6/2010",21/06/2009,20/06/2010,21/07/2015,permit-report-annual,COCKATOO COAL LTD,coal
cr063932,"MDL 354, CARBOROUGH DOWNS, ANNUAL REPORT FOR PERIOD ENDING 30/6/2010",30/06/2009,29/06/2010,30/07/2015,permit-report-annual,RAY SLATER AND ASSOCIATES PTY LTD,coal
cr063934,"EPM 14028, BAMFORD HILL, ANNUAL REPORT FOR PERIOD ENDING 9/6/2010",9/06/2009,8/06/2010,9/07/2015,permit-report-annual,METALLICA MINERALS LTD,"copper,molybdenite,tungsten"
cr063935,"EPC 830, ISAAC PLAINS, ANNUAL REPORT FOR PERIOD ENDING 8/7/2010",8/07/2009,7/07/2010,8/08/2015,permit-report-annual,RAY SLATER AND ASSOCIATES PTY LTD,coal
cr063936,"EPM 17019, STANTON-HARCOURT, ANNUAL REPORT FOR PERIOD 7/6/2009 TO 6/6/2010",6/06/2009,5/06/2010,6/07/2015,permit-report-annual,GEOPHYSICAL CONSULTING SERVICES,gold
cr063942,"EPM 12492, QUEEN SALLY TENEMENT, ANNUAL REPORT FOR PERIOD 9/3/2009 TO 8/3/2010",8/03/2009,7/03/2010,8/04/2015,permit-report-annual,UNIVERSAL RESOURCES LTD,"gold,copper"
cr063944,"EPM 14822, RIVER GUM TENEMENT, ANNUAL REPORT FOR PERIOD ENDING 9/4/2010",9/04/2009,8/04/2010,9/05/2015,permit-report-annual,UNIVERSAL RESOURCES LTD,"gold,copper"
cr063945,"EPM 14363, BANNOCKBURN TENEMENT, ANNUAL REPORT FOR PERIOD 20/4/2009 TO 19/4/2010",19/04/2009,18/04/2010,19/05/2015,permit-report-annual,UNIVERSAL RESOURCES LTD,"gold,copper"
cr063948,"EPM 17302, YEATMAN 2, ANNUAL REPORT FOR PERIOD ENDING 22/7/2010",22/07/2009,21/07/2010,22/08/2015,permit-report-annual,TENEMENT ADMINISTRATION SERVICES,gold
cr063950,"EPM 12163, DUGALD RIVER WEST, KNAPDALE, ANNUAL REPORT FOR PERIOD ENDING 26/6/2010",26/06/2009,25/06/2010,26/07/2015,permit-report-annual,TENEMENT ADMINISTRATION SERVICES,"silver,lead,zinc"
cr063953,"EPM 14371, MOUNT ANGELAY TENEMENT, ANNUAL REPORT FOR PERIOD 27/6/2009 TO 26/6/2010",26/06/2009,25/06/2010,26/07/2015,permit-report-annual,UNIVERSAL RESOURCES LTD,"gold,copper"
cr063954,"EPC 1225, MIDDLEMOUNT EXTENDED, ANNUAL REPORT FOR PERIOD ENDING 2/7/2010",2/07/2009,1/07/2010,2/08/2015,permit-report-annual,DEPARTMENT OF MINES AND ENERGY,coal
cr063963,"EPM 14362, MALBON VALE TENEMENT, ANNUAL REPORT FOR PERIOD 5/7/2009 TO 4/7/2010",4/07/2009,3/07/2010,4/08/2015,permit-report-annual,UNIVERSAL RESOURCES LTD,"gold,copper"
cr063971,"EPM 14366, BUSHY PARK, ANNUAL REPORT FOR PERIOD 21/7/2009 TO 20/7/2010",20/07/2009,19/07/2010,20/08/2015,permit-report-annual,UNIVERSAL RESOURCES LTD,"gold,copper"
cr063972,"EPM 14545, MURRUMBA TENEMENT, ANNUAL REPORT FOR PERIOD ENDING 20/7/2010",20/07/2009,19/07/2010,20/08/2015,permit-report-annual,UNIVERSAL RESOURCES LTD,"gold,copper,uranium"
cr063973,"EPM 14281, YAMAMILLA, ANNUAL REPORT FOR PERIOD 7/7/2009 TO 6/7/2010",6/07/2009,5/07/2010,6/08/2015,permit-report-annual,GJM MINING TITLE SERVICES,uranium
cr063975,"EPM 8297, 11328, 11385, 11546, 11547, 12283, 12306, 12482, 12483, 12965, MOUNT GORDON, COMBINED ANNUAL REPORT FOR PERIOD ENDING 28/2/2010",28/02/2009,27/02/2010,28/03/2015,permit-report-annual,ADITYA BIRLA MINERALS,copper
cr063986,"EPM 13625 (TOP CAMP), 13922 (IRON RIDGE), COMBINED ANNUAL REPORT FOR PERIOD ENDING 23/6/2009",23/06/2008,22/06/2009,23/07/2014,permit-report-annual,TENEMENT ADMINISTRATION SERVICES,"bismuth,copper,molybdenum,lead,zinc"
cr063987,"EPC 1495, BILOELA, ANNUAL REPORT FOR PERIOD ENDING 3/7/2010",3/07/2009,2/07/2010,3/08/2015,permit-report-annual,AUSTWIDE MINING TITLE MANAGEMENT PTY LTD,coal
cr063990,"EPM 15398, SAXBY PROJECT, ANNUAL REPORT FOR PERIOD 10/4/2009 TO 9/4/2010",9/04/2009,8/04/2010,9/05/2015,permit-report-annual,MINING TENEMENT SERVICES,gold
cr064002,"EPM 12510, HORSE MOUNTAIN, ANNUAL REPORT FOR PERIOD 10/5/2009 TO 9/5/2010",9/05/2009,8/05/2010,9/06/2015,permit-report-annual,KAGARA ZINC LTD,"copper,lead,zinc"
cr064010,"EPM 14688, CAPTAIN, ANNUAL REPORT FOR PERIOD ENDING 6/7/2010",6/07/2009,5/07/2010,6/08/2015,permit-report-annual,IVANHOE AUSTRALIA LTD,"silver,gold,copper,lead,uranium,zinc"
cr064012,"EPM 14689, MOONLIGHT, ANNUAL REPORT FOR PERIOD ENDING 6/7/2010",6/07/2009,5/07/2010,6/08/2015,permit-report-annual,IVANHOE AUSTRALIA LTD,"silver,gold,copper,lead,uranium,zinc"
